eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,ingroup,ingroup2,ingroup3,gsubname3,motive,guncertain1,guncertain2,guncertain3,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2.01201E+11,2012,1,2,,0,,92,India,6,South Asia,Assam,Tinsukia district,27.491929,95.347833,3,0,,"01/02/2012: A hand grenade was tossed into a market in Tinsukia district, Assam state, India. Three people were injured in the attack. No group claimed responsibility for the incident; however, sources suspected the United Liberation Front of Assam (ULFA).",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,92,India,,.,,.,,,,.,,.,,.,,,,.,United Liberation Front of Assam (ULFA),,,,,1079,,,,,1,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,7,Grenade,,.,,.,,.,,.,,.,,.,,0,0,0,3,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Three injured in grenade blast in Tinsukia,"" The Press Trust of India Limited, January 2, 2012.","""3 injured in grenade blast in Assam town,"" Hindustan Times, January 3, 2012.","""Three injured in Assam blast,"" Indo-Asian News Service, January 2, 2012.",START Primary Collection,0,0,0,0,
2.01201E+11,2012,1,2,,0,,4,Afghanistan,6,South Asia,Logar,Puli Alam,34.002047,69.031149,1,1,Khwaja Azfal Qala area,"01/02/2012: A civilian car hit a roadside bomb in Khwaja Azfal Qala area, Pol-e Alam district, Logar province, Afghanistan. Three people were killed in the blast. No group claimed responsibility for the incident, but officials suspected the Taliban, saying that they had planted the explosive device to target security forces.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,4,Afghanistan,,.,,.,,,,.,,.,,.,,,,.,Taliban,,,,,652,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,8,Land Mine,,.,,.,,.,,.,,.,,.,,3,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,The victim's vehicle and nearby windows were damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""FACTBOX-Security developments in Afghanistan, Jan 3,"" Reuters News, January 3, 2012.","""Three ANA troops dead, seven wounded Roadside bomb claims three lives,"" The Frontier Post (Pakistan), January 3, 2012.","""Three civilianS perish in roadside bombing,"" Afghan Islamic Press (AIP), January 2, 2012.",START Primary Collection,0,0,0,0,
2.01201E+11,2012,1,2,,0,,95,Iraq,10,Middle East & North Africa,Diyala,Bohruz,33.699969,45.083445,1,0,,"01/02/2012: A roadside bomb detonated in Bohruz area, Diyala governorate, Iraq. One person was killed and two wounded in the blast. No group claimed responsibility for the attack.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,A roadside bomb was used in the attack.,1,0,0,2,0,0,1,3,Minor (likely < $1 million),-99,The extent of property damage is unknown.,0,,,,,,,,,,,,,,.,,,"""Two people killed in Iraq's Diyala,"" Trend News Agency (Azerbaijan), January 2, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,2,,0,,95,Iraq,10,Middle East & North Africa,Diyala,As-Saadiyah,34.333894,45.382883,2,0,Incident occurred in the Khanaqin district.,"01/02/2012: A roadside bomb detonated near a civilian car in As-Saadiyah city, Khanaqin district, Diyala governorate, Iraq. One person was killed in the blast. No group claimed responsibility for the attack.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,A roadside bomb was used in the attack.,1,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,The victim's vehicle was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Two people killed in Iraq's Diyala,"" Trend News Agency (Azerbaijan), January 2, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,2,,0,,4,Afghanistan,6,South Asia,Nangarhar,Paindakhel,34.343559,67.921173,2,0,,"01/02/2012: A suicide bomber detonated near a school in Paindakhel village, Nangarhar province, Afghanistan. The attacker was killed and a child injured in the blast. It is suspected that the actual target was a police training building. No group claimed responsibility for the attack.",1,1,1,0,,.,0,1,1,3,Bombing/Explosion,,.,,.,3,Police,22,"Police Building (headquarters, station, school)",Afghan Police,Training Facility,4,Afghanistan,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,4,Afghanistan,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,1,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,13,Suicide (carried bodily by human being),,.,,.,,.,,.,,.,,.,,1,0,1,1,0,0,-9,,.,,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Bomber   killed in failed   attack   on police building,"" Pajhwok Afghan News English, January 2, 2012.","""Suicide attack injures Afghan child in Nangarhar province,"" Khaama Press, January 2, 2012.","""1st LD Writethru: Suicide blast rocks Afghan town, bomber killed, another injured,"" Xinhua News Agency, January 2, 2012.",START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,1,,0,,4,Afghanistan,6,South Asia,Badghis,Bala Morghab,35.580278,63.327778,1,0,,"01/01/2012: Two assailants died when their mines exploded prematurely in Bala Murghab village, Badghis province, Afghanistan. No further information is available.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,4,Afghanistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,2,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,8,Land Mine,,.,,.,,.,,.,,.,,.,,2,0,2,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Bombs claim five lives in Logar, Badghis,"" Pajhwok Afghan News English, January 2, 2012.","""Programme summary of Afghan Khost radio news in Pashto 1530 gmt 2 Jan 12,"" Radio Khost, Khost, January 3, 2012.",,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,2,,0,,174,Senegal,11,Sub-Saharan Africa,Ziguinchor,Affiniam,12.654455,-16.362767,1,0,,"01/02/2012: At least 15 assailants attacked a military brigade in Affiniam town, Ziguinchor region, Senegal. One officer was killed and six injured in the attack. No group claimed responsibility for the incident; however, sources suspected the Movement of Democratic Forces of Casamance (MFDC).",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,2,Armed Assault,,.,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Senegalese Gendarmerie,Officers,174,Senegal,,.,,.,,,,.,,.,,.,,,,.,Movement of Democratic Forces of Casamance,,,,,486,,,,"The specific motive is unknown; however, the assailants had been fighting for independence since 1982 in Ziguinchor.",1,,,15,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,1,0,0,6,0,0,1,3,Minor (likely < $1 million),-99,The perpetrators stole ammunition during this attack.,0,,,,,,,,,,,,,,.,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority estimates are reported here. In addition, earlier reports believed that two victims were missing, but later reports show that they were found.","""Rebel attack in southern Senegal kills one police officer,"" Agence France Presse, January 2, 2012.","""Suspected Senegal rebels attack police post,"" Agence France Presse, January 4, 2012.","""Suspected Senegal Rebels Attack Police Post in Casamance,"" AFP (World Service), January 4, 2012.",START Primary Collection,0,0,0,0,
2.01201E+11,2012,1,2,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Landi Kotal,34.0989,71.14978,1,0,,"01/02/2012: Attackers opened fire on a security vehicle in Landi Kotal town, Federally Administered Tribal Areas, Pakistan. A firefight with the security officers ensued. When the forces surrounded the house of a suspected attacker, he blew himself up. Six people, including the bomber, four other assailants, and one officer were killed in the incident. No group claimed responsibility for the attack.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,1,3,Bombing/Explosion,2,Armed Assault,,.,4,Military,39,Paramilitary,Frontier Corps (FC),Soldier,153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,13,Suicide (carried bodily by human being),5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,6,0,5,1,0,,1,4,Unknown,-99,A military vehicle was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Soldier, 6 militants killed in Khyber suicide blast,"" The Statesman, January 2, 2012.","""12 terrorists killed, 3 hostages recovered in Khyber Agency,"" Daily Times, January 2, 2012.",,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,2,,0,,95,Iraq,10,Middle East & North Africa,Al Anbar,Fallujah,33.35,43.783333,1,0,,"01/02/2012: An explosive device detonated close to a garage in Fallujah city, Al Anbar governorate, Iraq. Three people were injured in the blast. No group claimed responsibility for the attack.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,,0,0,0,3,0,0,-9,,.,,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""3 civilians wounded in Falluja,"" Aswat al-Iraq, January 2, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,2,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Ghaljo,33.637909,70.851324,1,0,Orakzai Agency,"01/02/2012: Assailants attacked security personnel in Ghaljo area, Orakzai Agency, Federally Administered Tribal Areas, Pakistan. The ambush led to a gunfight that killed eight attackers and injured three. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,.,,.,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Pakistan Armed Forces,Forces,153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,8,0,8,3,0,3,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Orakzai clash: 8 militants killed,"" Daily The Pak Banker, January 2, 2012.","""Orakzai clash: 8   militants   killed,"" Daily the Pak Banker, January 2, 2012.",,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,2,,0,,4,Afghanistan,6,South Asia,Uruzgan,Shahidi Hassas,32.927129,66.141526,2,0,,"01/02/2012: A military vehicle struck a roadside bomb in Shahid-e Hasa, area Uruzgan province, Afghanistan. Three Australian soldiers were wounded in the attack. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,.,,.,4,Military,37,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Australian Mentoring Task Force Three Soldiers,422,International,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,"The specific motive is unknown; however, a source noted that the Taliban was attempting to reassert authority in Urozgan province after successful military operations against them.",0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,A roadside bomb was used in the attack.,0,0,0,3,0,0,1,4,Unknown,-99,A military vehicle was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Three soldiers hurt in Afghan bomb attack,"" Townsville Bulletin, January 6, 2012.","""Three Aussie Diggers injured in Afghan roadside bombing,"" The Courier-Mail, January 6, 2012.","""Aussie soldiers injured in bombing Three,"" The Ballarat Courier, January 6, 2012.",START Primary Collection,-9,-9,1,1,
2.01201E+11,2012,1,2,,0,,4,Afghanistan,6,South Asia,Helmand,Unknown,31.201562,64.035792,4,0,,"01/02/2012: An explosive device detonated in Helmand province, Afghanistan. One United States (US) soldier, Chad R. Regelin, was killed in the attack. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,.,,.,4,Military,37,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Soldier,422,International,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,A roadside bomb was used in the attack.,1,1,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""FACTBOX-Security developments in Afghanistan, Jan 3,"" Reuters News, January 3, 2012.","""NATO service member killed in S. Afghanistan,"" Trend News Agency (Azerbaijan), January 3, 2012.","""ISAF   soldier   perishes in bomb   attack,"" Afghan Islamic Press (AIP), January 3, 2012.",START Primary Collection,-9,-9,1,1,
2.01201E+11,2012,1,2,,0,,182,Somalia,11,Sub-Saharan Africa,Hiiraan,Beledweyne,4.735972,45.203972,1,0,Incident occurred at Dhgax-Jebis Bridge.,"01/02/2012: Three men were pulled out of their vehicle and shot and killed at Dhgax-Jebis Bridge, Beledweyne town, Hiiraan region, Somalia. The Shabelle Valley Administration claimed responsibility for the incident and stated that the victims were Al-Shabaab fighters.",1,0,1,1,3,Intra/Inter-group Conflict,0,1,0,2,Armed Assault,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,182,Somalia,,.,,.,,,,.,,.,,.,,,,.,Shabelle Valley militia,,,,,40000,,,,"The Shabelle Valley Administration claimed responsibility and stated that they killed the victims because they were suspected Al-Shabaab members, as part of a larger operation to secure the town from unwanted groups.",0,,,-99,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,3,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,"There is doubt that this incident meets terrorism-related criteria. Shabelle Valley militia claimed that the individuals that were killed were members of Al-Shabaab, but there was no independent verification whether this was true.","""Shabelle Valley Militias Murder Three in Somali Town of Beledweyne,"" Shabelle Media Network (Mogadishu), January 2, 2012.",,,START Primary Collection,0,1,0,1,
2.01201E+11,2012,1,2,,0,,4,Afghanistan,6,South Asia,Wardak,Jaghatu district,33.770837,68.3697,3,0,,"01/02/2012: A roadside bomb detonated near Afghan National Army (ANA) soldiers in Jaghatu district, Maidan Wardak province, Afghanistan. Across this incident and an unrelated one in Laghman province, three people were killed and seven injured. The Taliban claimed responsibility for this attack.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,.,,.,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Afghan National Army (ANA),Soldiers,4,Afghanistan,,.,,.,,,,.,,.,,.,,,,.,Taliban,,,,,652,,,,,0,,,-99,0,1,8,Personal claim,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,A roadside bomb was used in the attack.,1.5,0,0,3.5,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,Casualty numbers for this attack represent an equal division of a cumulative total of casualties covering incidents 201201020023 and 201201020024.,"""Three ANA troops dead, seven wounded Roadside bomb claims three lives,"" The Frontier Post (Pakistan), January 3, 2012.",,,START Primary Collection,0,0,0,0,
2.01201E+11,2012,1,2,,0,,4,Afghanistan,6,South Asia,Laghman,Alikhel,34.677778,70.195278,1,0,,"01/02/2012: Assailants fired rockets on a military base in Alikhel area, Laghman province, Afghanistan. Across this incident and an unrelated one in Maidan Wardak province, three people died and seven injured. No group claimed responsibility, but authorities attributed the attack to the Taliban.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,.,,.,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Army (ANA),Base,4,Afghanistan,,.,,.,,,,.,,.,,.,,,,.,Taliban,,,,,652,,,,,0,,,-99,0,1,10,Unknown,,,.,,,.,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",,.,,.,,.,,.,,.,,.,Rockets were used in the attack.,1.5,0,0,3.5,0,0,-9,,.,,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,.,,Casualty numbers for this attack represent an equal division of a cumulative total of casualties covering incidents 201201020023 and 201201020024.,"""Three ANA troops dead, seven wounded Roadside bomb claims three lives,"" The Frontier Post (Pakistan), January 3, 2012.",,,START Primary Collection,0,0,0,0,
2.01201E+11,2012,1,2,,0,,4,Afghanistan,6,South Asia,Uruzgan,Sorakh Dewal,32.623739,65.456432,2,0,,"01/02/2012: A roadside bomb detonated in Sorakh Dewal area, Uruzgan province, Afghanistan. Two police officers were wounded in the blast. No group claimed responsibility for the attack.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,3,Police,25,Police Security Forces/Officers,Afghan Police,Officers,4,Afghanistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,,0,0,0,2,0,0,1,3,Minor (likely < $1 million),-99,A police vehicle was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Two cops injured in Uruzgan blast,"" Afghan Islamic Press (AIP), January 2, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,2,,0,,4,Afghanistan,6,South Asia,Logar,Baraki Barak,33.970982,68.94899,1,0,,"01/02/2012: A roadside bomb detonated in Baraki Barak district, Logar province, Afghanistan. One person was killed and three wounded in the blast. No group claimed responsibility for the attack.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,4,Afghanistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,8,Land Mine,,.,,.,,.,,.,,.,,.,A roadside mine was used in the attack.,1,0,0,3,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""FACTBOX-Security developments in Afghanistan, Jan 3,"" Reuters News, January 3, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,2,,0,,141,Nepal,6,South Asia,Central,Barahathawa,26.999966,85.467506,1,0,,"01/02/2012: An explosive device detonated in a market in Barahathawa village, Central region, Nepal. One person was wounded in the blast. No group claimed responsibility for the attack.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,141,Nepal,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,,0,0,0,1,0,0,1,3,Minor (likely < $1 million),-99,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Youth hurt in blast,"" Himalayan Times, January 2, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,3,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Peshawar,34.004345,71.544814,1,0,Arbab Rd. in University Town,"01/03/2012: An explosive device planted on a motorcycle detonated in a market in University Town neighborhood, Peshawar city district, Khyber Pakhtunkhwa province, Pakistan. At least two people were killed and 19 others were injured in the blast. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Tehrik-i-Taliban Pakistan (TTP),,,,,20442,,,,"The specific motive is unknown; however, the provincial information minister speculated that the attack could have been in retaliation for the killing of a rebel commander.",0,,,-99,0,1,10,Unknown,,,.,,,.,,6,Explosives/Bombs/Dynamite,15,Vehicle,,.,,.,,.,,.,,.,,.,An explosive device planted on a motorcycle was used in the attack.,2,0,0,19,0,0,1,3,Minor (likely < $1 million),-99,The basement of a commercial building was damaged in this attack.,0,,,,,,,,,,,,,,.,,Sources speculate that the area was chosen because of the large amount of internet cafes in the market.,"""Bomb blast in Peshawar; one killed,"" The Press Trust of India Limited, January 3, 2012.","""FACTBOX-Security developments in Pakistan, Jan 3,"" Reuters News, January 3, 2012.","""Pakistan bomb attacks kill five,"" Agence France Presse, January 3, 2012.",START Primary Collection,0,0,0,0,
